bw_khz,sf,payload_bytes,toa_ms
250,8,30,61.696
250,8,31,66.816
250,8,32,66.816
250,8,33,66.816
250,8,34,66.816
250,8,35,71.936
250,8,36,71.936
250,8,37,71.936
250,8,38,71.936
250,8,39,77.056
250,8,40,77.056
250,8,41,77.056
250,8,42,77.056
250,8,43,82.176
250,8,44,82.176
250,8,45,82.176
250,8,46,82.176
250,8,47,87.296
250,8,48,87.296
250,8,49,87.296
250,8,50,87.296
250,8,51,92.416
250,8,52,92.416
250,8,53,92.416
250,8,54,92.416
250,8,55,97.536
250,8,56,97.536
250,8,57,97.536
250,8,58,97.536
250,8,59,102.656
250,8,60,102.656
250,8,61,102.656
250,8,62,102.656
250,8,63,107.776
250,8,64,107.776
250,8,65,107.776
250,8,66,107.776
250,8,67,112.896
250,8,68,112.896
250,8,69,112.896
250,8,70,112.896
250,8,71,118.016
250,8,72,118.016
250,8,73,118.016
250,8,74,118.016
250,8,75,123.136
250,8,76,123.136
250,8,77,123.136
250,8,78,123.136
250,8,79,128.256
250,8,80,128.256
250,8,81,128.256
250,8,82,128.256
250,8,83,133.376
250,8,84,133.376
250,8,85,133.376
250,8,86,133.376
250,8,87,138.496
250,8,88,138.496
250,8,89,138.496
250,8,90,138.496
250,8,91,143.616
250,8,92,143.616
250,8,93,143.616
250,8,94,143.616
250,8,95,148.736
250,8,96,148.736
250,8,97,148.736
250,8,98,148.736
250,8,99,153.856
250,8,100,153.856
250,8,101,153.856
250,8,102,153.856
250,8,103,158.976
250,8,104,158.976
250,8,105,158.976
250,8,106,158.976
250,8,107,164.096
250,8,108,164.096
250,8,109,164.096
250,8,110,164.096
250,8,111,169.216
250,8,112,169.216
250,8,113,169.216
250,8,114,169.216
250,8,115,174.336
250,8,116,174.336
250,8,117,174.336
250,8,118,174.336
250,8,119,179.456
250,8,120,179.456
250,8,121,179.456
250,8,122,179.456
250,8,123,184.576
250,8,124,184.576
250,8,125,184.576
250,8,126,184.576
250,8,127,189.696
250,8,128,189.696
250,9,0,51.712
250,9,1,51.712
250,9,2,51.712
250,9,3,51.712
250,9,4,61.952
250,9,5,61.952
250,9,6,61.952
250,9,7,61.952
250,9,8,61.952
250,9,9,72.192
250,9,10,72.192
250,9,11,72.192
250,9,12,72.192
250,9,13,82.432
250,9,14,82.432
250,9,15,82.432
250,9,16,82.432
250,9,17,82.432
250,9,18,92.672
250,9,19,92.672
250,9,20,92.672
250,9,21,92.672
250,9,22,102.912
250,9,23,102.912
250,9,24,102.912
250,9,25,102.912
250,9,26,102.912
250,9,27,113.152
250,9,28,113.152
250,9,29,113.152
250,9,30,113.152
250,9,31,123.392
250,9,32,123.392
250,9,33,123.392
250,9,34,123.392
250,9,35,123.392
250,9,36,133.632
250,9,37,133.632
250,9,38,133.632
250,9,39,133.632
250,9,40,143.872
250,9,41,143.872
250,9,42,143.872
250,9,43,143.872
250,9,44,143.872
250,9,45,154.112
250,9,46,154.112
250,9,47,154.112
250,9,48,154.112
250,9,49,164.352
250,9,50,164.352
250,9,51,164.352
250,9,52,164.352
250,9,53,164.352
250,9,54,174.592
250,9,55,174.592
250,9,56,174.592
250,9,57,174.592
250,9,58,184.832
250,9,59,184.832
250,9,60,184.832
250,9,61,184.832
250,9,62,184.832
250,9,63,195.072
250,9,64,195.072
250,9,65,195.072
250,9,66,195.072
250,9,67,205.312
250,9,68,205.312
250,9,69,205.312
250,9,70,205.312
250,9,71,205.312
250,9,72,215.552
250,9,73,215.552
250,9,74,215.552
250,9,75,215.552
250,9,76,225.792
250,9,77,225.792
250,9,78,225.792
250,9,79,225.792
250,9,80,225.792
250,9,81,236.032
250,9,82,236.032
250,9,83,236.032
250,9,84,236.032
250,9,85,246.272
250,9,86,246.272
250,9,87,246.272
250,9,88,246.272
250,9,89,246.272
250,9,90,256.512
250,9,91,256.512
250,9,92,256.512
250,9,93,256.512
250,9,94,266.752
250,9,95,266.752
250,9,96,266.752
250,9,97,266.752
250,9,98,266.752
250,9,99,276.992
250,9,100,276.992
250,9,101,276.992
250,9,102,276.992
250,9,103,287.232
250,9,104,287.232
250,9,105,287.232
250,9,106,287.232
250,9,107,287.232
250,9,108,297.472
250,9,109,297.472
250,9,110,297.472
250,9,111,297.472
250,9,112,307.712
250,9,113,307.712
250,9,114,307.712
250,9,115,307.712
250,9,116,307.712
250,9,117,317.952
250,9,118,317.952
250,9,119,317.952
250,9,120,317.952
250,9,121,328.192
250,9,122,328.192
250,9,123,328.192
250,9,124,328.192
250,9,125,328.192
250,9,126,338.432
250,9,127,338.432
250,9,128,338.432
250,10,0,103.424
250,10,1,103.424
250,10,2,103.424
250,10,3,103.424
250,10,4,103.424
250,10,5,123.904
250,10,6,123.904
250,10,7,123.904
250,10,8,123.904
250,10,9,123.904
250,10,10,144.384
250,10,11,144.384
250,10,12,144.384
250,10,13,144.384
250,10,14,144.384
250,10,15,164.864
250,10,16,164.864
250,10,17,164.864
250,10,18,164.864
250,10,19,164.864
250,10,20,185.344
250,10,21,185.344
250,10,22,185.344
250,10,23,185.344
250,10,24,185.344
250,10,25,205.824
250,10,26,205.824
250,10,27,205.824
250,10,28,205.824
250,10,29,205.824
250,10,30,226.304
250,10,31,226.304
250,10,32,226.304
250,10,33,226.304
250,10,34,226.304
250,10,35,246.784
250,10,36,246.784
250,10,37,246.784
250,10,38,246.784
250,10,39,246.784
250,10,40,267.264
250,10,41,267.264
250,10,42,267.264
250,10,43,267.264
250,10,44,267.264
250,10,45,287.744
250,10,46,287.744
250,10,47,287.744
250,10,48,287.744
250,10,49,287.744
250,10,50,308.224
250,10,51,308.224
250,10,52,308.224
250,10,53,308.224
250,10,54,308.224
250,10,55,328.704
250,10,56,328.704
250,10,57,328.704
250,10,58,328.704
250,10,59,328.704
250,10,60,349.184
250,10,61,349.184
250,10,62,349.184
250,10,63,349.184
250,10,64,349.184
250,10,65,369.664
250,10,66,369.664
250,10,67,369.664
250,10,68,369.664
250,10,69,369.664
250,10,70,390.144
250,10,71,390.144
250,10,72,390.144
250,10,73,390.144
250,10,74,390.144
250,10,75,410.624
250,10,76,410.624
250,10,77,410.624
250,10,78,410.624
250,10,79,410.624
250,10,80,431.104
250,10,81,431.104
250,10,82,431.104
250,10,83,431.104
250,10,84,431.104
250,10,85,451.584
250,10,86,451.584
250,10,87,451.584
250,10,88,451.584
250,10,89,451.584
250,10,90,472.064
250,10,91,472.064
250,10,92,472.064
250,10,93,472.064
250,10,94,472.064
250,10,95,492.544
250,10,96,492.544
250,10,97,492.544
250,10,98,492.544
250,10,99,492.544
250,10,100,513.024
250,10,101,513.024
250,10,102,513.024
250,10,103,513.024
250,10,104,513.024
250,10,105,533.504
250,10,106,533.504
250,10,107,533.504
250,10,108,533.504
250,10,109,533.504
250,10,110,553.984
250,10,111,553.984
250,10,112,553.984
250,10,113,553.984
250,10,114,553.984
250,10,115,574.464
250,10,116,574.464
250,10,117,574.464
250,10,118,574.464
250,10,119,574.464
250,10,120,594.944
250,10,121,594.944
250,10,122,594.944
250,10,123,594.944
250,10,124,594.944
250,10,125,615.424
250,10,126,615.424
250,10,127,615.424
250,10,128,615.424
250,11,0,165.888
250,11,1,206.848
250,11,2,206.848
250,11,3,206.848
250,11,4,206.848
250,11,5,206.848
250,11,6,247.808
250,11,7,247.808
250,11,8,247.808
250,11,9,247.808
250,11,10,247.808
250,11,11,247.808
250,11,12,288.768
250,11,13,288.768
250,11,14,288.768
250,11,15,288.768
250,11,16,288.768
250,11,17,329.728
250,11,18,329.728
250,11,19,329.728
250,11,20,329.728
250,11,21,329.728
250,11,22,329.728
250,11,23,370.688
250,11,24,370.688
250,11,25,370.688
250,11,26,370.688
250,11,27,370.688
250,11,28,411.648
250,11,29,411.648
250,11,30,411.648
250,11,31,411.648
250,11,32,411.648
250,11,33,411.648
250,11,34,452.608
250,11,35,452.608
250,11,36,452.608
250,11,37,452.608
250,11,38,452.608
250,11,39,493.568
250,11,40,493.568
250,11,41,493.568
250,11,42,493.568
250,11,43,493.568
250,11,44,493.568
250,11,45,534.528
250,11,46,534.528
250,11,47,534.528
250,11,48,534.528
250,11,49,534.528
250,11,50,575.488
250,11,51,575.488
250,11,52,575.488
250,11,53,575.488
250,11,54,575.488
250,11,55,575.488
250,11,56,616.448
250,11,57,616.448
250,11,58,616.448
250,11,59,616.448
250,11,60,616.448
250,11,61,657.408
250,11,62,657.408
250,11,63,657.408
250,11,64,657.408
250,11,65,657.408
250,11,66,657.408
250,11,67,698.368
250,11,68,698.368
250,11,69,698.368
250,11,70,698.368
250,11,71,698.368
250,11,72,739.328
250,11,73,739.328
250,11,74,739.328
250,11,75,739.328
250,11,76,739.328
250,11,77,739.328
250,11,78,780.288
250,11,79,780.288
250,11,80,780.288
250,11,81,780.288
250,11,82,780.288
250,11,83,821.248
250,11,84,821.248
250,11,85,821.248
250,11,86,821.248
250,11,87,821.248
250,11,88,821.248
250,11,89,862.208
250,11,90,862.208
250,11,91,862.208
250,11,92,862.208
250,11,93,862.208
250,11,94,903.168
250,11,95,903.168
250,11,96,903.168
250,11,97,903.168
250,11,98,903.168
250,11,99,903.168
250,11,100,944.128
250,11,101,944.128
250,11,102,944.128
250,11,103,944.128
250,11,104,944.128
250,11,105,985.088
250,11,106,985.088
250,11,107,985.088
250,11,108,985.088
250,11,109,985.088
250,11,110,985.088
250,11,111,1026.048
250,11,112,1026.048
250,11,113,1026.048
250,11,114,1026.048
250,11,115,1026.048
250,11,116,1067.008
250,11,117,1067.008
250,11,118,1067.008
250,11,119,1067.008
250,11,120,1067.008
250,11,121,1067.008
250,11,122,1107.968
250,11,123,1107.968
250,11,124,1107.968
250,11,125,1107.968
250,11,126,1107.968
250,11,127,1148.928
250,11,128,1148.928
250,12,0,331.776
250,12,1,413.696
250,12,2,413.696
250,12,3,413.696
250,12,4,413.696
250,12,5,413.696
250,12,6,413.696
250,12,7,495.616
250,12,8,495.616
250,12,9,495.616
250,12,10,495.616
250,12,11,495.616
250,12,12,495.616
250,12,13,577.536
250,12,14,577.536
250,12,15,577.536
250,12,16,577.536
250,12,17,577.536
250,12,18,577.536
250,12,19,659.456
250,12,20,659.456
250,12,21,659.456
250,12,22,659.456
250,12,23,659.456
250,12,24,659.456
250,12,25,741.376
250,12,26,741.376
250,12,27,741.376
250,12,28,741.376
250,12,29,741.376
250,12,30,741.376
250,12,31,823.296
250,12,32,823.296
250,12,33,823.296
250,12,34,823.296
250,12,35,823.296
250,12,36,823.296
250,12,37,905.216
250,12,38,905.216
250,12,39,905.216
250,12,40,905.216
250,12,41,905.216
250,12,42,905.216
250,12,43,987.136
250,12,44,987.136
250,12,45,987.136
250,12,46,987.136
250,12,47,987.136
250,12,48,987.136
250,12,49,1069.056
250,12,50,1069.056
250,12,51,1069.056
250,12,52,1069.056
250,12,53,1069.056
250,12,54,1069.056
250,12,55,1150.976
250,12,56,1150.976
250,12,57,1150.976
250,12,58,1150.976
250,12,59,1150.976
250,12,60,1150.976
250,12,61,1232.896
250,12,62,1232.896
250,12,63,1232.896
250,12,64,1232.896
250,12,65,1232.896
250,12,66,1232.896
250,12,67,1314.816
250,12,68,1314.816
250,12,69,1314.816
250,12,70,1314.816
250,12,71,1314.816
250,12,72,1314.816
250,12,73,1396.736
250,12,74,1396.736
250,12,75,1396.736
250,12,76,1396.736
250,12,77,1396.736
250,12,78,1396.736
250,12,79,1478.656
250,12,80,1478.656
250,12,81,1478.656
250,12,82,1478.656
250,12,83,1478.656
250,12,84,1478.656
250,12,85,1560.576
250,12,86,1560.576
250,12,87,1560.576
250,12,88,1560.576
250,12,89,1560.576
250,12,90,1560.576
250,12,91,1642.496
250,12,92,1642.496
250,12,93,1642.496
250,12,94,1642.496
250,12,95,1642.496
250,12,96,1642.496
250,12,97,1724.416
250,12,98,1724.416
250,12,99,1724.416
250,12,100,1724.416
250,12,101,1724.416
250,12,102,1724.416
250,12,103,1806.336
250,12,104,1806.336
250,12,105,1806.336
250,12,106,1806.336
250,12,107,1806.336
250,12,108,1806.336
250,12,109,1888.256
250,12,110,1888.256
250,12,111,1888.256
250,12,112,1888.256
250,12,113,1888.256
250,12,114,1888.256
250,12,115,1970.176
250,12,116,1970.176
250,12,117,1970.176
250,12,118,1970.176
250,12,119,1970.176
250,12,120,1970.176
250,12,121,2052.096
250,12,122,2052.096
250,12,123,2052.096
250,12,124,2052.096
250,12,125,2052.096
250,12,126,2052.096
250,12,127,2134.016
250,12,128,2134.016
